"Date","Price","Open","High","Low","Change %"
"Mar 30, 2010","0.155","0.155","0.155","0.155","17.42%"
"Mar 29, 2010","0.132","0.132","0.132","0.132","-5.71%"
"Mar 26, 2010","0.140","0.140","0.140","0.140","2.19%"
"Mar 25, 2010","0.137","0.137","0.137","0.137","-3.52%"
"Mar 24, 2010","0.142","0.142","0.142","0.142","3.65%"
"Mar 23, 2010","0.137","0.137","0.137","0.137","-3.52%"
"Mar 22, 2010","0.142","0.142","0.142","0.142","-9.55%"
"Mar 19, 2010","0.157","0.157","0.157","0.157","1.29%"
"Mar 18, 2010","0.155","0.155","0.155","0.155","0.00%"
"Mar 17, 2010","0.155","0.155","0.155","0.155","-4.32%"
"Mar 16, 2010","0.162","0.162","0.162","0.162","6.58%"
"Mar 15, 2010","0.152","0.152","0.152","0.152","1.33%"
"Mar 12, 2010","0.150","0.150","0.150","0.150","-1.32%"
"Mar 11, 2010","0.152","0.152","0.152","0.152","0.00%"
"Mar 10, 2010","0.152","0.152","0.152","0.152","-3.18%"
"Mar 09, 2010","0.157","0.157","0.157","0.157","3.29%"
"Mar 08, 2010","0.152","0.152","0.152","0.152","0.00%"
"Mar 05, 2010","0.152","0.152","0.152","0.152","7.04%"
"Mar 04, 2010","0.142","0.142","0.142","0.142","0.00%"
"Mar 03, 2010","0.142","0.142","0.142","0.142","7.58%"
"Mar 02, 2010","0.132","0.132","0.132","0.132","3.94%"
"Mar 01, 2010","0.127","0.127","0.127","0.127","2.42%"
"Feb 26, 2010","0.124","0.124","0.124","0.124","1.64%"
"Feb 25, 2010","0.122","0.122","0.122","0.122","4.27%"
"Feb 24, 2010","0.117","0.117","0.117","0.117","0.00%"
"Feb 23, 2010","0.117","0.117","0.117","0.117","24.47%"
"Feb 22, 2010","0.094","0.094","0.094","0.094","-11.32%"
"Feb 19, 2010","0.106","0.106","0.106","0.106","4.95%"
"Feb 18, 2010","0.101","0.101","0.101","0.101","2.02%"
"Feb 17, 2010","0.099","0.099","0.099","0.099","5.32%"
"Feb 16, 2010","0.094","0.094","0.094","0.094","-2.08%"
"Feb 12, 2010","0.096","0.096","0.096","0.096","-4.95%"
"Feb 11, 2010","0.101","0.101","0.101","0.101","-4.72%"
"Feb 10, 2010","0.106","0.106","0.106","0.106","-2.75%"
"Feb 09, 2010","0.109","0.109","0.109","0.109","10.10%"
"Feb 08, 2010","0.099","0.099","0.099","0.099","5.32%"
"Feb 05, 2010","0.094","0.094","0.094","0.094","3.30%"
"Feb 04, 2010","0.091","0.091","0.091","0.091","-9.90%"
"Feb 03, 2010","0.101","0.101","0.101","0.101","2.02%"
"Feb 02, 2010","0.099","0.099","0.099","0.099","8.79%"
"Feb 01, 2010","0.091","0.091","0.091","0.091","19.74%"
"Jan 29, 2010","0.076","0.076","0.076","0.076","-3.80%"
"Jan 28, 2010","0.079","0.079","0.079","0.079","3.95%"
"Jan 27, 2010","0.076","0.076","0.076","0.076","7.04%"
"Jan 26, 2010","0.071","0.071","0.071","0.071","39.22%"
"Jan 25, 2010","0.051","0.051","0.051","0.051","0.00%"
"Jan 22, 2010","0.051","0.051","0.051","0.051","0.00%"
"Jan 21, 2010","0.051","0.051","0.051","0.051","-3.77%"
"Jan 20, 2010","0.053","0.053","0.053","0.053","-8.62%"
"Jan 19, 2010","0.058","0.058","0.058","0.058","-4.92%"
"Jan 15, 2010","0.061","0.061","0.061","0.061","15.09%"
"Jan 14, 2010","0.053","0.053","0.053","0.053","-5.36%"
"Jan 13, 2010","0.056","0.056","0.056","0.056","16.67%"
"Jan 12, 2010","0.048","0.048","0.048","0.048","45.45%"
"Jan 11, 2010","0.033","0.033","0.033","0.033","-35.29%"
"Jan 08, 2010","0.051","0.051","0.051","0.051","-3.77%"
"Jan 07, 2010","0.053","0.053","0.053","0.053","-5.36%"
"Jan 06, 2010","0.056","0.056","0.056","0.056","-15.15%"
"Jan 05, 2010","0.066","0.066","0.066","0.066","4.76%"
"Jan 04, 2010","0.063","0.063","0.063","0.063","3.28%"
"Dec 31, 2009","0.061","0.061","0.061","0.061","41.86%"
"Dec 30, 2009","0.043","0.043","0.043","0.043","-57.43%"
"Dec 29, 2009","0.101","0.101","0.101","0.101","60.32%"
"Dec 28, 2009","0.063","0.063","0.063","0.063","31.25%"
"Dec 24, 2009","0.048","0.048","0.048","0.048","-27.27%"
"Dec 23, 2009","0.066","0.066","0.066","0.066","-13.16%"
"Dec 22, 2009","0.076","0.076","0.076","0.076","49.02%"
"Dec 21, 2009","0.051","0.051","0.051","0.051","10.87%"
"Dec 18, 2009","0.046","0.046","0.046","0.046","6.98%"
"Dec 17, 2009","0.043","0.043","0.043","0.043","4.88%"
"Dec 16, 2009","0.041","0.041","0.041","0.041","-10.87%"
"Dec 15, 2009","0.046","0.046","0.046","0.046","53.33%"
"Dec 14, 2009","0.030","0.030","0.030","0.030","20.00%"
"Dec 11, 2009","0.025","0.025","0.025","0.025","-10.71%"
"Dec 10, 2009","0.028","0.028","0.028","0.028","-15.15%"
"Dec 09, 2009","0.033","0.033","0.033","0.033","32.00%"
"Dec 08, 2009","0.025","0.025","0.025","0.025","8.70%"
"Dec 07, 2009","0.023","0.023","0.023","0.023","-54.90%"
"Dec 04, 2009","0.051","0.051","0.051","0.051","6.25%"
"Dec 03, 2009","0.048","0.048","0.048","0.048","4.35%"
"Dec 02, 2009","0.046","0.046","0.046","0.046","-17.86%"
"Dec 01, 2009","0.056","0.056","0.056","0.056","0.00%"
"Nov 30, 2009","0.056","0.028","0.058","0.025","100.00%"
"Nov 27, 2009","0.028","0.043","0.048","0.025","-39.13%"
"Nov 25, 2009","0.046","0.046","0.066","0.043","0.00%"
"Nov 24, 2009","0.046","0.041","0.086","0.041","84.00%"
"Nov 23, 2009","0.025","0.025","0.025","0.025","25.00%"
"Nov 20, 2009","0.020","0.020","0.020","0.020","0.00%"
"Nov 19, 2009","0.020","0.020","0.020","0.020","-33.33%"
"Nov 18, 2009","0.030","0.030","0.030","0.030","-52.38%"
"Nov 17, 2009","0.063","0.063","0.063","0.063","8.62%"
"Nov 16, 2009","0.058","0.058","0.058","0.058","-7.94%"
"Nov 13, 2009","0.063","0.063","0.063","0.063","0.00%"
"Nov 12, 2009","0.063","0.063","0.063","0.063","-4.55%"
"Nov 10, 2009","0.066","0.066","0.066","0.066","24.53%"
"Nov 09, 2009","0.053","0.053","0.053","0.053","-5.36%"
"Nov 06, 2009","0.056","0.056","0.056","0.056","36.59%"
"Nov 05, 2009","0.041","0.041","0.041","0.041","-19.61%"
"Nov 04, 2009","0.051","0.051","0.051","0.051","-3.77%"
"Nov 03, 2009","0.053","0.053","0.053","0.053","3.92%"
"Nov 02, 2009","0.051","0.051","0.051","0.051","0.00%"
"Oct 30, 2009","0.051","0.051","0.051","0.051","-12.07%"
"Oct 29, 2009","0.058","0.058","0.058","0.058","-18.31%"
"Oct 28, 2009","0.071","0.071","0.071","0.071","-6.58%"
"Oct 27, 2009","0.076","0.076","0.076","0.076","35.71%"
"Oct 26, 2009","0.056","0.056","0.056","0.056","-8.20%"
"Oct 23, 2009","0.061","0.061","0.061","0.061","15.09%"
"Oct 22, 2009","0.053","0.053","0.053","0.053","-25.35%"
"Oct 21, 2009","0.071","0.071","0.071","0.071","-15.48%"
"Oct 20, 2009","0.084","0.084","0.084","0.084","23.53%"
"Oct 19, 2009","0.068","0.068","0.068","0.068","3.03%"
"Oct 16, 2009","0.066","0.066","0.066","0.066","4.76%"
"Oct 15, 2009","0.063","0.063","0.063","0.063","3.28%"
"Oct 14, 2009","0.061","0.061","0.061","0.061","-7.58%"
"Oct 13, 2009","0.066","0.066","0.066","0.066","-7.04%"
"Oct 09, 2009","0.071","0.071","0.071","0.071","7.58%"
"Oct 08, 2009","0.066","0.066","0.066","0.066","-23.26%"
"Oct 07, 2009","0.086","0.086","0.086","0.086","13.16%"
"Oct 06, 2009","0.076","0.076","0.076","0.076","-20.83%"
"Oct 05, 2009","0.096","0.096","0.096","0.096","-3.03%"
"Oct 02, 2009","0.099","0.099","0.099","0.099","-1.98%"
"Oct 01, 2009","0.101","0.101","0.101","0.101","-20.47%"
"Sep 30, 2009","0.127","0.127","0.127","0.127","0.00%"
"Sep 29, 2009","0.127","0.127","0.127","0.127","28.28%"
"Sep 28, 2009","0.099","0.099","0.099","0.099","-1.98%"
"Sep 25, 2009","0.101","0.101","0.101","0.101","5.21%"
"Sep 24, 2009","0.096","0.096","0.096","0.096","-4.95%"
"Sep 23, 2009","0.101","0.101","0.101","0.101","-4.72%"
"Sep 22, 2009","0.106","0.106","0.106","0.106","12.77%"
"Sep 21, 2009","0.094","0.094","0.094","0.094","9.30%"
"Sep 18, 2009","0.086","0.086","0.086","0.086","-13.13%"
"Sep 17, 2009","0.099","0.099","0.099","0.099","-15.38%"
"Sep 16, 2009","0.117","0.117","0.117","0.117","-12.69%"
"Sep 15, 2009","0.134","0.134","0.134","0.134","-2.19%"
"Sep 14, 2009","0.137","0.137","0.137","0.137","-3.52%"
"Sep 11, 2009","0.142","0.142","0.142","0.142","-2.07%"
"Sep 10, 2009","0.145","0.145","0.145","0.145","-1.36%"
"Sep 09, 2009","0.147","0.147","0.147","0.147","9.70%"
"Sep 08, 2009","0.134","0.134","0.134","0.134","-2.19%"
"Sep 04, 2009","0.137","0.137","0.137","0.137","0.00%"
"Sep 03, 2009","0.137","0.137","0.137","0.137","0.00%"
"Sep 02, 2009","0.137","0.137","0.137","0.137","-3.52%"
"Sep 01, 2009","0.142","0.142","0.142","0.142","0.00%"
"Aug 31, 2009","0.142","0.142","0.142","0.142","1.43%"
"Aug 28, 2009","0.140","0.140","0.140","0.140","-4.76%"
"Aug 27, 2009","0.147","0.147","0.147","0.147","-6.37%"
"Aug 26, 2009","0.157","0.157","0.157","0.157","-4.85%"
"Aug 25, 2009","0.165","0.165","0.165","0.165","1.85%"
"Aug 24, 2009","0.162","0.162","0.162","0.162","-2.99%"
"Aug 21, 2009","0.167","0.167","0.167","0.167","1.21%"
"Aug 20, 2009","0.165","0.165","0.165","0.165","-1.20%"
"Aug 19, 2009","0.167","0.167","0.167","0.167","-9.73%"
"Aug 18, 2009","0.185","0.185","0.185","0.185","4.52%"
"Aug 17, 2009","0.177","0.183","0.183","0.172","1.14%"
"Aug 14, 2009","0.175","0.188","0.188","0.172","0.00%"
"Aug 13, 2009","0.175","0.188","0.188","0.172","-4.37%"
"Aug 12, 2009","0.183","0.213","0.213","0.157","-2.66%"
"Aug 11, 2009","0.188","0.025","0.190","0.013","12.57%"
"Aug 10, 2009","0.167","0.167","0.167","0.167","-5.65%"
"Aug 07, 2009","0.177","0.177","0.177","0.177","1.14%"
"Aug 06, 2009","0.175","0.175","0.175","0.175","-4.37%"
"Aug 05, 2009","0.183","0.183","0.183","0.183","-1.08%"
"Aug 04, 2009","0.185","0.185","0.185","0.185","-4.15%"
"Aug 03, 2009","0.193","0.193","0.193","0.193","4.32%"
"Jul 31, 2009","0.185","0.185","0.185","0.185","0.00%"
"Jul 30, 2009","0.185","0.185","0.185","0.185","-8.87%"
"Jul 29, 2009","0.203","0.203","0.203","0.203","2.53%"
"Jul 28, 2009","0.198","0.198","0.198","0.198","2.59%"
"Jul 27, 2009","0.193","0.193","0.193","0.193","2.66%"
"Jul 24, 2009","0.188","0.188","0.188","0.188","0.00%"
"Jul 23, 2009","0.188","0.188","0.188","0.188","0.00%"
"Jul 22, 2009","0.188","0.188","0.188","0.188","0.00%"
"Jul 21, 2009","0.188","0.188","0.188","0.188","9.30%"
"Jul 20, 2009","0.172","0.172","0.172","0.172","0.00%"
"Jul 17, 2009","0.172","0.172","0.172","0.172","0.00%"
"Jul 16, 2009","0.172","0.172","0.172","0.172","-6.01%"
"Jul 15, 2009","0.183","0.183","0.183","0.183","0.00%"
"Jul 14, 2009","0.183","0.183","0.183","0.183","0.00%"
"Jul 13, 2009","0.183","0.183","0.183","0.183","3.39%"
"Jul 10, 2009","0.177","0.177","0.177","0.177","-3.28%"
"Jul 09, 2009","0.183","0.183","0.183","0.183","-1.08%"
"Jul 08, 2009","0.185","0.185","0.185","0.185","-1.60%"
"Jul 07, 2009","0.188","0.188","0.188","0.188","16.05%"
"Jul 06, 2009","0.162","0.162","0.162","0.162","0.00%"
"Jul 02, 2009","0.162","0.162","0.162","0.162","-5.81%"
"Jul 01, 2009","0.172","0.172","0.172","0.172","-10.88%"
"Jun 30, 2009","0.193","0.193","0.193","0.193","5.46%"
"Jun 29, 2009","0.183","0.183","0.183","0.183","-2.66%"
"Jun 26, 2009","0.188","0.188","0.188","0.188","9.30%"
"Jun 25, 2009","0.172","0.172","0.172","0.172","-13.13%"
"Jun 24, 2009","0.198","0.198","0.198","0.198","-3.41%"
"Jun 23, 2009","0.205","0.205","0.205","0.205","6.22%"
"Jun 22, 2009","0.193","0.193","0.193","0.193","7.22%"
"Jun 19, 2009","0.180","0.180","0.180","0.180","1.69%"
"Jun 18, 2009","0.177","0.177","0.177","0.177","2.91%"
"Jun 17, 2009","0.172","0.172","0.172","0.172","-1.71%"
"Jun 16, 2009","0.175","0.175","0.175","0.175","8.02%"
"Jun 15, 2009","0.162","0.162","0.162","0.162","-5.81%"
"Jun 12, 2009","0.172","0.172","0.172","0.172","-2.82%"
"Jun 11, 2009","0.177","0.177","0.177","0.177","0.00%"
"Jun 10, 2009","0.177","0.177","0.177","0.177","-3.28%"
"Jun 09, 2009","0.183","0.183","0.183","0.183","1.67%"
"Jun 08, 2009","0.180","0.180","0.180","0.180","-5.26%"
"Jun 05, 2009","0.190","0.190","0.190","0.190","26.67%"
"Jun 04, 2009","0.150","0.150","0.150","0.150","13.64%"
"Jun 03, 2009","0.132","0.132","0.132","0.132","-1.49%"
"Jun 02, 2009","0.134","0.134","0.134","0.134","35.35%"
"Jun 01, 2009","0.099","0.099","0.099","0.099","-27.74%"
"May 29, 2009","0.137","0.137","0.137","0.137","-5.52%"
"May 28, 2009","0.145","0.145","0.145","0.145","-10.49%"
"May 27, 2009","0.162","0.162","0.162","0.162","-8.47%"
"May 26, 2009","0.177","0.177","0.177","0.177","-3.28%"
"May 22, 2009","0.183","0.183","0.183","0.183","0.00%"
"May 21, 2009","0.183","0.183","0.183","0.183","0.00%"
"May 20, 2009","0.183","0.183","0.183","0.183","0.00%"
"May 19, 2009","0.183","0.183","0.183","0.183","6.40%"
"May 18, 2009","0.172","0.172","0.172","0.172","4.24%"
"May 15, 2009","0.165","0.165","0.165","0.165","1.85%"
"May 14, 2009","0.162","0.162","0.162","0.162","-8.47%"
"May 13, 2009","0.177","0.177","0.177","0.177","-5.85%"
"May 12, 2009","0.188","0.188","0.188","0.188","10.59%"
"May 11, 2009","0.170","0.170","0.170","0.170","-5.56%"
"May 08, 2009","0.180","0.180","0.180","0.180","-4.26%"
"May 07, 2009","0.188","0.188","0.188","0.188","0.00%"
"May 06, 2009","0.188","0.188","0.188","0.188","-2.59%"
"May 05, 2009","0.193","0.193","0.193","0.193","2.66%"
"May 04, 2009","0.188","0.188","0.188","0.188","21.29%"
"May 01, 2009","0.155","0.155","0.155","0.155","17.42%"
"Apr 30, 2009","0.132","0.132","0.132","0.132","30.69%"
"Apr 29, 2009","0.101","0.101","0.101","0.101","-20.47%"
"Apr 28, 2009","0.127","0.127","0.127","0.127","32.29%"
"Apr 27, 2009","0.096","0.096","0.096","0.096","-9.43%"
"Apr 24, 2009","0.106","0.106","0.106","0.106","0.00%"
"Apr 23, 2009","0.106","0.106","0.106","0.106","-22.63%"
"Apr 22, 2009","0.137","0.137","0.137","0.137","-9.87%"
"Apr 21, 2009","0.152","0.152","0.152","0.152","15.15%"
"Apr 20, 2009","0.132","0.132","0.132","0.132","-7.04%"
"Apr 17, 2009","0.142","0.142","0.142","0.142","3.65%"
"Apr 16, 2009","0.137","0.137","0.137","0.137","-9.87%"
"Apr 15, 2009","0.152","0.152","0.152","0.152","-14.12%"
"Apr 14, 2009","0.177","0.177","0.177","0.177","0.00%"
"Apr 13, 2009","0.177","0.177","0.177","0.177","-5.85%"
"Apr 09, 2009","0.188","0.188","0.188","0.188","2.73%"
"Apr 08, 2009","0.183","0.183","0.183","0.183","-7.58%"
"Apr 07, 2009","0.198","0.198","0.198","0.198","2.59%"
"Apr 06, 2009","0.193","0.193","0.193","0.193","-7.21%"
"Apr 03, 2009","0.208","0.208","0.208","0.208","-2.35%"
"Apr 02, 2009","0.213","0.213","0.213","0.213","2.40%"
"Apr 01, 2009","0.208","0.208","0.208","0.208","0.00%"
"Mar 31, 2009","0.208","0.208","0.208","0.208","46.48%"
"Mar 30, 2009","0.142","0.142","0.142","0.142","3.65%"
"Mar 27, 2009","0.137","0.137","0.137","0.137","-6.80%"
"Mar 26, 2009","0.147","0.147","0.147","0.147","-23.83%"
"Mar 25, 2009","0.193","0.193","0.193","0.193","-9.39%"
"Mar 24, 2009","0.213","0.213","0.213","0.213","2.40%"
"Mar 23, 2009","0.208","0.208","0.208","0.208","0.00%"
"Mar 20, 2009","0.208","0.208","0.208","0.208","5.05%"
"Mar 19, 2009","0.198","0.198","0.198","0.198","-4.81%"
"Mar 18, 2009","0.208","0.208","0.208","0.208","-12.61%"
"Mar 17, 2009","0.238","0.238","0.238","0.238","2.15%"
"Mar 16, 2009","0.233","0.233","0.233","0.233","12.02%"
"Mar 13, 2009","0.208","0.208","0.208","0.208","2.46%"
"Mar 12, 2009","0.203","0.203","0.203","0.203","-10.96%"
"Mar 11, 2009","0.228","0.228","0.228","0.228","-6.17%"
"Mar 10, 2009","0.243","0.243","0.243","0.243","14.08%"
"Mar 09, 2009","0.213","0.213","0.213","0.213","2.40%"
"Mar 06, 2009","0.208","0.208","0.208","0.208","13.66%"
"Mar 05, 2009","0.183","0.183","0.183","0.183","-27.95%"
"Mar 04, 2009","0.254","0.254","0.254","0.254","-3.79%"
"Mar 03, 2009","0.264","0.264","0.264","0.264","8.64%"
"Mar 02, 2009","0.243","0.243","0.243","0.243","-4.33%"
"Feb 27, 2009","0.254","0.254","0.254","0.254","-7.30%"
"Feb 26, 2009","0.274","0.274","0.274","0.274","-9.87%"
"Feb 25, 2009","0.304","0.304","0.304","0.304","1.67%"
"Feb 24, 2009","0.299","0.299","0.299","0.299","7.17%"
"Feb 23, 2009","0.279","0.279","0.279","0.279","1.82%"
"Feb 20, 2009","0.274","0.274","0.274","0.274","-11.61%"
"Feb 19, 2009","0.310","0.310","0.310","0.310","-1.59%"
"Feb 18, 2009","0.315","0.315","0.315","0.315","5.35%"
"Feb 17, 2009","0.299","0.299","0.299","0.299","-1.64%"
"Feb 13, 2009","0.304","0.304","0.304","0.304","1.67%"
"Feb 12, 2009","0.299","0.299","0.299","0.299","-6.56%"
"Feb 11, 2009","0.320","0.320","0.320","0.320","0.00%"
"Feb 10, 2009","0.320","0.320","0.320","0.320","12.68%"
"Feb 09, 2009","0.284","0.284","0.284","0.284","-3.40%"
"Feb 06, 2009","0.294","0.294","0.294","0.294","0.00%"
"Feb 05, 2009","0.294","0.294","0.294","0.294","-3.29%"
"Feb 04, 2009","0.304","0.304","0.304","0.304","-5.00%"
"Feb 03, 2009","0.320","0.320","0.320","0.320","21.21%"
"Feb 02, 2009","0.264","0.264","0.264","0.264","8.64%"
"Jan 30, 2009","0.243","0.243","0.243","0.243","6.58%"
"Jan 29, 2009","0.228","0.228","0.228","0.228","24.59%"
"Jan 28, 2009","0.183","0.183","0.183","0.183","28.87%"
"Jan 27, 2009","0.142","0.142","0.142","0.142","21.37%"
"Jan 26, 2009","0.117","0.117","0.117","0.117","15.84%"
"Jan 23, 2009","0.101","0.101","0.101","0.101","-4.72%"
"Jan 22, 2009","0.106","0.106","0.106","0.106","-13.11%"
"Jan 21, 2009","0.122","0.122","0.122","0.122","4.27%"
"Jan 20, 2009","0.117","0.117","0.117","0.117","0.00%"
"Jan 16, 2009","0.117","0.117","0.117","0.117","10.38%"
"Jan 15, 2009","0.106","0.106","0.106","0.106","0.00%"
"Jan 14, 2009","0.106","0.106","0.106","0.106","-9.40%"
"Jan 13, 2009","0.117","0.117","0.117","0.117","77.27%"
"Jan 12, 2009","0.066","0.066","0.066","0.066","0.00%"
"Jan 09, 2009","0.066","0.066","0.066","0.066","-18.52%"
"Jan 08, 2009","0.081","0.081","0.081","0.081","-19.80%"
"Jan 07, 2009","0.101","0.101","0.101","0.101","-26.28%"
"Jan 06, 2009","0.137","0.137","0.137","0.137","50.55%"
"Jan 05, 2009","0.091","0.091","0.091","0.091","12.35%"
"Jan 02, 2009","0.081","0.081","0.081","0.081","-36.22%"
"Dec 31, 2008","0.127","0.127","0.127","0.127","56.79%"
"Dec 30, 2008","0.081","0.081","0.081","0.081","305.00%"
"Dec 29, 2008","0.020","0.020","0.020","0.020","0.00%"
"Dec 26, 2008","0.020","0.020","0.020","0.020","33.33%"
"Dec 24, 2008","0.015","0.015","0.015","0.015","0.00%"
"Dec 23, 2008","0.015","0.015","0.015","0.015","0.00%"
"Dec 22, 2008","0.015","0.015","0.015","0.015","-25.00%"
"Dec 19, 2008","0.020","0.020","0.020","0.020","300.00%"
"Dec 18, 2008","0.005","0.005","0.005","0.005","0.00%"
"Dec 17, 2008","0.005","0.005","0.005","0.005","-66.67%"
"Dec 16, 2008","0.015","0.015","0.015","0.015","-40.00%"
"Dec 15, 2008","0.025","0.025","0.025","0.025","-30.56%"
"Dec 12, 2008","0.036","0.036","0.036","0.036","620.00%"
"Dec 11, 2008","0.005","0.005","0.005","0.005","-66.67%"
"Dec 10, 2008","0.015","0.015","0.015","0.015","-50.00%"
"Dec 09, 2008","0.030","0.030","0.030","0.030","275.00%"
"Dec 08, 2008","0.008","0.008","0.008","0.008","-68.00%"
"Dec 05, 2008","0.025","0.025","0.025","0.025","38.89%"
"Dec 04, 2008","0.018","0.018","0.018","0.018","20.00%"
"Dec 03, 2008","0.015","0.015","0.015","0.015","-57.14%"
"Dec 02, 2008","0.035","0.035","0.035","0.035","40.00%"
"Dec 01, 2008","0.025","0.025","0.025","0.025","-30.56%"
"Nov 28, 2008","0.036","0.036","0.036","0.036","-49.30%"
"Nov 26, 2008","0.071","0.071","0.071","0.071","-41.80%"
"Nov 25, 2008","0.122","0.122","0.122","0.122","388.00%"
"Nov 24, 2008","0.025","0.025","0.025","0.025","-16.67%"
"Nov 21, 2008","0.030","0.030","0.030","0.030","50.00%"
"Nov 20, 2008","0.020","0.020","0.020","0.020","-67.21%"
"Nov 19, 2008","0.061","0.061","0.061","0.061","-53.79%"
"Nov 18, 2008","0.132","0.132","0.132","0.132","30.69%"
"Nov 17, 2008","0.101","0.101","0.101","0.101","-17.21%"
"Nov 14, 2008","0.122","0.122","0.122","0.122","-38.38%"
"Nov 13, 2008","0.198","0.198","0.198","0.198","34.69%"
"Nov 12, 2008","0.147","0.147","0.147","0.147","-34.08%"
"Nov 10, 2008","0.223","0.223","0.223","0.223","-21.48%"
"Nov 07, 2008","0.284","0.284","0.284","0.284","-6.58%"
"Nov 06, 2008","0.304","0.304","0.304","0.304","-25.12%"
"Nov 05, 2008","0.406","0.406","0.406","0.406","-16.63%"
"Nov 04, 2008","0.487","0.487","0.487","0.487","7.74%"
"Nov 03, 2008","0.452","0.452","0.452","0.452","2.26%"
"Oct 31, 2008","0.442","0.442","0.442","0.442","22.78%"
"Oct 30, 2008","0.360","0.360","0.360","0.360","-34.90%"
"Oct 29, 2008","0.553","0.553","0.553","0.553","-28.83%"
"Oct 28, 2008","0.777","0.777","0.777","0.777","3.32%"
"Oct 27, 2008","0.752","0.752","0.752","0.752","-14.45%"
"Oct 24, 2008","0.879","0.879","0.879","0.879","-9.94%"
"Oct 23, 2008","0.976","0.976","0.976","0.976","-5.43%"
"Oct 22, 2008","1.032","1.032","1.032","1.032","-5.15%"
"Oct 21, 2008","1.088","1.088","1.088","1.088","-0.46%"
"Oct 20, 2008","1.093","1.093","1.093","1.093","35.27%"
"Oct 17, 2008","0.808","0.808","0.808","0.808","62.58%"
"Oct 16, 2008","0.497","0.497","0.497","0.497","117.98%"
"Oct 15, 2008","0.228","0.228","0.228","0.228","-15.24%"
"Oct 14, 2008","0.269","0.269","0.269","0.269","15.45%"
"Oct 10, 2008","0.233","0.233","0.233","0.233","-54.58%"
"Oct 09, 2008","0.513","0.513","0.513","0.513","-8.88%"
"Oct 08, 2008","0.563","0.563","0.563","0.563","-19.69%"
"Oct 07, 2008","0.701","0.701","0.701","0.701","56.82%"
"Oct 06, 2008","0.447","0.447","0.447","0.447","-12.01%"
"Oct 03, 2008","0.508","0.508","0.508","0.508","-27.53%"
"Oct 02, 2008","0.701","0.701","0.701","0.701","-12.16%"
"Oct 01, 2008","0.798","0.798","0.798","0.798","-12.31%"
"Sep 30, 2008","0.910","0.910","0.910","0.910","589.39%"
"Sep 29, 2008","0.132","0.132","0.132","0.132","-84.34%"
"Sep 26, 2008","0.843","0.843","0.843","0.843","7.80%"
"Sep 25, 2008","0.782","0.782","0.782","0.782","71.12%"
"Sep 24, 2008","0.457","0.457","0.457","0.457","-43.09%"
"Sep 23, 2008","0.803","0.803","0.803","0.803","-11.17%"
"Sep 22, 2008","0.904","0.904","0.904","0.904","-10.14%"
"Sep 19, 2008","1.006","1.006","1.006","1.006","341.23%"
"Sep 18, 2008","0.228","0.228","0.228","0.228","456.10%"
"Sep 17, 2008","0.041","0.041","0.041","0.041","-94.11%"
"Sep 16, 2008","0.696","0.696","0.696","0.696","-12.12%"
"Sep 15, 2008","0.792","0.792","0.792","0.792","-46.12%"
"Sep 12, 2008","1.470","1.470","1.470","1.470","-9.76%"
"Sep 11, 2008","1.629","1.629","1.629","1.629","-0.31%"
"Sep 10, 2008","1.634","1.634","1.634","1.634","-1.21%"
